NO2(GT),PT08.S4(NO2),T,RH,AH,Day,Month,Year,Hour,Weekday
128.0,1400.0,18.1,39.9,0.8232,27,09,2004,21,0
105.0,1298.0,17.4,42.8,0.8463,27,09,2004,22,0
90.0,1253.0,16.7,46.6,0.8793,27,09,2004,23,0
73.0,1137.0,15.3,51.9,0.8982,28,09,2004,01,1
74.0,1113.0,15.0,52.8,0.8929,28,09,2004,02,1
61.0,1089.0,12.8,59.8,0.8801,28,09,2004,04,1
82.0,1253.0,12.1,62.6,0.8825,28,09,2004,06,1
120.0,1503.0,13.5,58.2,0.8944,28,09,2004,07,1
152.0,1683.0,17.8,45.7,0.9224,28,09,2004,09,1
177.0,1595.0,21.0,37.2,0.9155,28,09,2004,10,1
176.0,1670.0,26.4,26.4,0.8969,28,09,2004,12,1
174.0,1570.0,26.1,24.8,0.8283,28,09,2004,14,1
117.0,1402.0,26.2,24.4,0.8174,28,09,2004,15,1
145.0,1598.0,28.9,21.3,0.8382,28,09,2004,16,1
173.0,1854.0,28.0,23.3,0.8681,28,09,2004,17,1
204.0,2098.0,24.7,27.9,0.8559,28,09,2004,18,1
209.0,2165.0,23.0,33.6,0.9302,28,09,2004,19,1
175.0,1841.0,20.9,45.8,1.1159,28,09,2004,20,1
111.0,1359.0,19.8,47.7,1.0885,28,09,2004,22,1
85.0,1263.0,18.6,49.1,1.0435,28,09,2004,23,1
86.0,1270.0,17.2,53.9,1.0498,29,09,2004,00,2
71.0,1223.0,16.3,56.8,1.047,29,09,2004,01,2
60.0,1157.0,17.4,53.4,1.0541,29,09,2004,02,2
48.0,1161.0,14.6,62.1,1.0236,29,09,2004,04,2
45.0,1134.0,17.1,52.5,1.013,29,09,2004,05,2
53.0,1203.0,15.2,58.3,0.9986,29,09,2004,06,2
94.0,1516.0,14.9,59.2,0.9985,29,09,2004,07,2
170.0,1973.0,19.0,47.8,1.0434,29,09,2004,09,2
191.0,1673.0,25.4,33.3,1.0679,29,09,2004,11,2
179.0,1728.0,27.2,30.4,1.081,29,09,2004,12,2
148.0,1644.0,25.5,34.8,1.1152,29,09,2004,13,2
148.0,1551.0,27.7,25.1,0.9158,29,09,2004,15,2
184.0,1613.0,28.6,23.2,0.8917,29,09,2004,16,2
204.0,1997.0,25.3,33.0,1.0473,29,09,2004,18,2
201.0,2088.0,23.2,36.9,1.0346,29,09,2004,19,2
165.0,1797.0,21.6,43.3,1.1019,29,09,2004,20,2
133.0,1454.0,21.1,44.8,1.1088,29,09,2004,21,2
101.0,1298.0,20.3,47.8,1.1281,29,09,2004,23,2
79.0,1276.0,19.4,50.3,1.1201,30,09,2004,00,3
113.0,1638.0,25.6,43.4,1.4049,30,09,2004,14,3
146.0,1978.0,25.8,44.8,1.4644,30,09,2004,16,3
188.0,2365.0,25.4,47.9,1.5346,30,09,2004,17,3
166.0,2130.0,23.6,54.4,1.5687,30,09,2004,19,3
87.0,1500.0,22.1,61.3,1.6053,30,09,2004,22,3
91.0,1577.0,21.1,64.7,1.5956,30,09,2004,23,3
91.0,1572.0,20.3,66.4,1.5591,01,10,2004,00,5
74.0,1557.0,19.4,69.3,1.5418,01,10,2004,01,5
69.0,1465.0,19.0,70.8,1.5417,01,10,2004,02,5
54.0,1326.0,19.8,67.2,1.5322,01,10,2004,04,5
69.0,1568.0,18.8,71.8,1.5372,01,10,2004,06,5
97.0,2130.0,20.8,64.3,1.563,01,10,2004,08,5
129.0,1908.0,23.2,56.6,1.5929,01,10,2004,10,5
137.0,1879.0,23.8,54.7,1.587,01,10,2004,11,5
132.0,2005.0,23.9,54.4,1.5963,01,10,2004,13,5
105.0,1668.0,25.4,47.4,1.517,01,10,2004,15,5
136.0,1853.0,26.4,45.4,1.54,01,10,2004,16,5
169.0,2130.0,25.8,46.9,1.5375,01,10,2004,17,5
87.0,1707.0,28.6,37.6,1.4468,07,10,2004,16,5
111.0,2110.0,28.0,38.5,1.437,07,10,2004,17,5
128.0,2370.0,24.0,50.6,1.4892,07,10,2004,19,5
117.0,2280.0,23.2,54.7,1.5296,07,10,2004,20,5
92.0,1715.0,22.3,57.1,1.5219,07,10,2004,21,5
73.0,1572.0,21.8,58.2,1.5036,07,10,2004,22,5
60.0,1556.0,20.9,61.3,1.4923,07,10,2004,23,5
60.0,1517.0,20.6,62.0,1.4827,08,10,2004,00,1
53.0,1423.0,20.3,62.5,1.472,08,10,2004,01,1
47.0,1317.0,20.5,62.1,1.4771,08,10,2004,02,1
43.0,1360.0,18.2,70.3,1.4498,08,10,2004,04,1
47.0,1390.0,18.2,70.1,1.4552,08,10,2004,05,1
81.0,2205.0,19.4,66.5,1.4801,08,10,2004,07,1
87.0,1984.0,21.1,61.1,1.5056,08,10,2004,09,1
128.0,2141.0,23.2,54.7,1.5349,08,10,2004,10,1
105.0,1913.0,24.4,52.5,1.5807,08,10,2004,11,1
101.0,1883.0,26.4,45.8,1.553,08,10,2004,12,1
100.0,1916.0,27.7,39.2,1.4356,08,10,2004,13,1
98.0,1805.0,28.0,39.6,1.4738,08,10,2004,14,1
98.0,1845.0,28.7,38.4,1.486,08,10,2004,15,1
98.0,1690.0,28.5,39.4,1.5147,08,10,2004,16,1
90.0,1799.0,28.4,39.8,1.5191,08,10,2004,17,1
84.0,1846.0,26.4,45.9,1.5572,08,10,2004,18,1
98.0,1797.0,24.9,50.9,1.5856,08,10,2004,20,1
76.0,1615.0,24.6,52.2,1.5951,08,10,2004,21,1
71.0,1559.0,24.0,54.4,1.6049,08,10,2004,22,1
71.0,1569.0,23.8,56.1,1.6298,08,10,2004,23,1
66.0,1565.0,22.3,60.6,1.608,09,10,2004,00,4
58.0,1502.0,21.1,64.5,1.594,09,10,2004,02,4
53.0,1549.0,20.8,66.7,1.6201,09,10,2004,05,4
55.0,1548.0,20.6,67.5,1.621,09,10,2004,06,4
95.0,1899.0,26.0,48.2,1.598,09,10,2004,10,4
94.0,1812.0,29.0,43.9,1.7309,09,10,2004,13,4
94.0,1716.0,29.4,42.9,1.7308,09,10,2004,16,4
122.0,2065.0,26.5,52.7,1.7966,09,10,2004,19,4
107.0,1796.0,26.2,51.7,1.7334,09,10,2004,20,4
83.0,1641.0,24.8,56.4,1.7447,09,10,2004,21,4
62.0,1565.0,24.9,56.0,1.7367,09,10,2004,22,4
89.0,1738.0,24.5,57.5,1.7433,09,10,2004,23,4
103.0,1812.0,24.7,56.9,1.7438,10,10,2004,00,6
52.0,1560.0,23.8,60.2,1.7515,10,10,2004,02,6
39.0,1429.0,22.2,65.6,1.7355,10,10,2004,05,6
59.0,1526.0,21.3,69.1,1.7275,10,10,2004,06,6
56.0,1574.0,21.3,68.2,1.7127,10,10,2004,07,6
58.0,1489.0,24.3,61.6,1.8468,10,10,2004,10,6
73.0,1546.0,21.0,76.8,1.8881,10,10,2004,13,6
81.0,1510.0,19.4,80.5,1.7917,10,10,2004,15,6
82.0,1531.0,19.6,79.1,1.7877,10,10,2004,16,6
71.0,1578.0,20.8,73.1,1.7695,10,10,2004,17,6
81.0,1586.0,21.1,68.6,1.7014,10,10,2004,18,6
87.0,1563.0,21.1,68.3,1.6914,10,10,2004,19,6
63.0,1517.0,20.8,68.6,1.6719,10,10,2004,21,6
63.0,1527.0,20.8,68.1,1.6585,10,10,2004,22,6
32.0,1302.0,19.4,70.4,1.5663,11,10,2004,02,2
29.0,1321.0,17.9,77.7,1.5795,11,10,2004,04,2
44.0,1385.0,18.2,76.9,1.5945,11,10,2004,05,2
62.0,1888.0,19.6,70.3,1.5821,11,10,2004,07,2
68.0,1971.0,20.2,66.6,1.5567,11,10,2004,08,2
88.0,1789.0,19.2,73.4,1.6192,11,10,2004,10,2
97.0,1667.0,21.9,57.6,1.4942,11,10,2004,15,2
99.0,1814.0,23.2,52.0,1.4642,11,10,2004,16,2
109.0,2072.0,21.7,59.1,1.5115,11,10,2004,17,2
95.0,1966.0,20.8,61.4,1.4898,11,10,2004,18,2
80.0,1920.0,19.9,64.2,1.4711,11,10,2004,19,2
76.0,1751.0,19.7,65.1,1.4769,11,10,2004,20,2
57.0,1525.0,19.0,66.1,1.4415,11,10,2004,22,2
57.0,1381.0,18.8,60.9,1.3032,11,10,2004,23,2
54.0,1340.0,18.9,60.7,1.311,12,10,2004,00,4
44.0,1277.0,18.3,65.1,1.3529,12,10,2004,02,4
34.0,1311.0,17.8,67.5,1.3674,12,10,2004,04,4
44.0,1312.0,16.9,66.7,1.2772,12,10,2004,05,4
74.0,1356.0,17.8,60.6,1.2276,12,10,2004,06,4
101.0,1650.0,17.6,60.8,1.2151,12,10,2004,07,4
103.0,1594.0,17.9,57.8,1.1751,12,10,2004,08,4
78.0,1257.0,15.4,53.2,0.9246,13,10,2004,09,2
167.0,2307.0,24.8,57.7,1.7765,20,10,2004,16,2
194.0,2595.0,24.6,58.9,1.8005,20,10,2004,17,2
172.0,2474.0,23.9,61.8,1.8088,20,10,2004,18,2
134.0,2378.0,23.0,65.9,1.8319,20,10,2004,19,2
130.0,2170.0,22.4,67.7,1.8161,20,10,2004,20,2
113.0,1944.0,22.0,69.2,1.8061,20,10,2004,21,2
99.0,1820.0,21.8,69.6,1.79,20,10,2004,22,2
109.0,1877.0,21.9,68.3,1.7699,20,10,2004,23,2
91.0,1765.0,21.3,70.3,1.7574,21,10,2004,01,3
60.0,1420.0,21.3,69.5,1.7447,21,10,2004,05,3
72.0,1565.0,21.5,67.5,1.708,21,10,2004,06,3
83.0,1791.0,21.9,64.8,1.683,21,10,2004,07,3
105.0,1704.0,25.5,52.3,1.6796,21,10,2004,10,3
91.0,1626.0,27.0,47.6,1.67,21,10,2004,11,3
111.0,1733.0,27.2,48.5,1.7172,21,10,2004,14,3
101.0,1807.0,26.9,50.0,1.7507,21,10,2004,15,3
101.0,1933.0,27.0,51.0,1.7936,21,10,2004,17,3
118.0,2166.0,25.9,55.8,1.8347,21,10,2004,18,3
120.0,2403.0,25.1,59.4,1.8632,21,10,2004,19,3
104.0,2085.0,23.6,62.2,1.7863,21,10,2004,21,3
91.0,2048.0,22.4,67.1,1.794,21,10,2004,22,3
91.0,1964.0,21.6,69.2,1.763,21,10,2004,23,3
74.0,1655.0,21.3,68.5,1.7164,22,10,2004,00,4
63.0,1474.0,21.2,68.6,1.7046,22,10,2004,01,4
48.0,1392.0,19.6,71.3,1.612,22,10,2004,04,4
49.0,1435.0,18.7,74.4,1.5861,22,10,2004,05,4
55.0,1435.0,19.8,69.2,1.5808,22,10,2004,06,4
78.0,1912.0,19.8,69.4,1.5859,22,10,2004,07,4
91.0,2158.0,20.4,66.7,1.5781,22,10,2004,08,4
88.0,1830.0,22.3,60.6,1.6069,22,10,2004,09,4
83.0,1787.0,22.6,59.9,1.6246,22,10,2004,10,4
83.0,1781.0,24.4,55.4,1.6712,22,10,2004,12,4
111.0,2007.0,26.0,51.9,1.7148,22,10,2004,13,4
112.0,2033.0,26.8,49.1,1.7101,22,10,2004,14,4
137.0,2127.0,26.9,48.6,1.7017,22,10,2004,16,4
152.0,2176.0,26.2,48.9,1.634,22,10,2004,17,4
163.0,2486.0,24.3,54.3,1.6276,22,10,2004,18,4
119.0,2020.0,22.3,62.5,1.6616,22,10,2004,20,4
91.0,1657.0,21.3,66.1,1.6556,22,10,2004,21,4
74.0,1502.0,21.2,65.7,1.6319,22,10,2004,22,4
71.0,1518.0,20.4,66.7,1.583,23,10,2004,00,5
57.0,1413.0,19.9,67.5,1.5544,23,10,2004,01,5
51.0,1418.0,19.1,70.0,1.5331,23,10,2004,02,5
43.0,1381.0,18.1,72.1,1.4834,23,10,2004,05,5
52.0,1473.0,18.1,72.3,1.4927,23,10,2004,06,5
69.0,1753.0,18.2,72.8,1.5048,23,10,2004,08,5
91.0,1833.0,20.2,65.8,1.5374,23,10,2004,09,5
92.0,1727.0,21.6,61.4,1.5696,23,10,2004,10,5
102.0,1738.0,23.3,57.5,1.6169,23,10,2004,11,5
118.0,1854.0,25.0,52.4,1.6356,23,10,2004,12,5
111.0,1785.0,25.4,50.8,1.6275,23,10,2004,13,5
101.0,1608.0,26.1,47.1,1.5724,23,10,2004,14,5
119.0,1749.0,27.0,44.2,1.549,23,10,2004,15,5
120.0,1776.0,25.6,48.3,1.5641,23,10,2004,17,5
115.0,1925.0,23.3,57.9,1.6376,23,10,2004,18,5
118.0,2016.0,22.2,63.6,1.6763,23,10,2004,19,5
117.0,1853.0,21.6,67.7,1.7228,23,10,2004,20,5
89.0,1725.0,20.3,70.5,1.6599,23,10,2004,22,5
84.0,1639.0,20.0,69.5,1.6109,23,10,2004,23,5
97.0,1741.0,19.7,70.1,1.5891,24,10,2004,00,6
66.0,1577.0,19.4,71.4,1.5959,24,10,2004,02,6
51.0,1467.0,18.7,73.8,1.5704,24,10,2004,04,6
48.0,1503.0,18.0,75.4,1.5441,24,10,2004,05,6
47.0,1451.0,17.3,78.4,1.532,24,10,2004,06,6
48.0,1481.0,17.5,76.6,1.5174,24,10,2004,07,6
59.0,1477.0,19.1,70.0,1.5366,24,10,2004,09,6
84.0,1542.0,21.4,61.7,1.5547,24,10,2004,10,6
68.0,1431.0,25.0,49.1,1.5295,24,10,2004,12,6
70.0,1421.0,24.8,47.9,1.4819,24,10,2004,14,6
90.0,1537.0,25.3,48.0,1.5249,24,10,2004,15,6
87.0,1533.0,26.5,44.9,1.5278,24,10,2004,16,6
99.0,1631.0,25.0,50.1,1.563,24,10,2004,17,6
128.0,1874.0,22.9,57.6,1.5885,24,10,2004,18,6
127.0,1971.0,21.7,62.9,1.6117,24,10,2004,19,6
99.0,1716.0,21.8,63.0,1.619,24,10,2004,20,6
62.0,1450.0,20.2,65.8,1.535,24,10,2004,22,6
56.0,1474.0,16.9,75.4,1.4393,25,10,2004,01,0
37.0,1319.0,15.5,78.6,1.37,25,10,2004,04,0
59.0,1440.0,15.8,79.6,1.417,25,10,2004,06,0
111.0,1754.0,18.7,66.3,1.414,25,10,2004,09,0
114.0,1812.0,20.5,60.2,1.4346,25,10,2004,10,0
108.0,1742.0,19.3,66.2,1.4706,25,10,2004,11,0
126.0,1971.0,21.4,59.4,1.4928,25,10,2004,13,0
117.0,1947.0,21.5,60.9,1.5398,25,10,2004,14,0
125.0,2176.0,21.6,62.0,1.5784,25,10,2004,16,0
136.0,2469.0,20.0,68.6,1.5882,25,10,2004,19,0
87.0,1806.0,18.5,73.4,1.5461,25,10,2004,21,0
82.0,1803.0,17.7,75.6,1.5226,25,10,2004,22,0
68.0,1562.0,17.0,76.1,1.4582,26,10,2004,00,1
60.0,1401.0,16.8,74.9,1.4258,26,10,2004,01,1
48.0,1331.0,15.5,78.5,1.3782,26,10,2004,02,1
46.0,1355.0,14.8,79.4,1.3312,26,10,2004,05,1
54.0,1425.0,15.7,77.0,1.3591,26,10,2004,06,1
93.0,1990.0,16.3,75.9,1.3991,26,10,2004,08,1
95.0,1781.0,17.7,70.6,1.4202,26,10,2004,09,1
120.0,1820.0,18.3,67.6,1.4103,26,10,2004,10,1
132.0,1784.0,20.1,62.0,1.4409,26,10,2004,11,1
146.0,2031.0,22.6,54.5,1.4737,26,10,2004,12,1
157.0,1874.0,24.6,47.1,1.4378,26,10,2004,13,1
158.0,2043.0,24.9,48.3,1.4942,26,10,2004,14,1
166.0,2232.0,24.0,55.0,1.6211,26,10,2004,16,1
187.0,2641.0,23.2,58.7,1.651,26,10,2004,17,1
180.0,2775.0,22.5,61.5,1.6579,26,10,2004,18,1
95.0,1506.0,21.0,57.4,1.4098,26,10,2004,21,1
79.0,1468.0,19.8,63.7,1.4524,26,10,2004,22,1
78.0,1495.0,17.7,78.8,1.5855,26,10,2004,23,1
80.0,1569.0,17.6,80.5,1.6062,27,10,2004,00,2
61.0,1401.0,17.4,81.0,1.6012,27,10,2004,02,2
56.0,1416.0,16.8,81.3,1.5447,27,10,2004,05,2
101.0,1983.0,18.0,75.7,1.5527,27,10,2004,07,2
130.0,1666.0,21.0,57.9,1.4267,27,10,2004,11,2
129.0,1739.0,20.7,58.6,1.4142,27,10,2004,12,2
117.0,1923.0,19.5,67.1,1.506,27,10,2004,13,2
113.0,1675.0,19.6,69.7,1.5675,27,10,2004,15,2
101.0,1711.0,20.0,63.3,1.4622,27,10,2004,17,2
94.0,1685.0,18.2,71.4,1.4776,27,10,2004,20,2
75.0,1442.0,17.8,71.2,1.4396,27,10,2004,21,2
69.0,1369.0,17.6,69.9,1.3969,27,10,2004,22,2
60.0,1388.0,16.0,75.9,1.3721,27,10,2004,23,2
58.0,1287.0,16.9,72.0,1.3749,28,10,2004,00,3
51.0,1329.0,15.7,76.3,1.3519,28,10,2004,01,3
41.0,1268.0,14.6,79.9,1.3156,28,10,2004,04,3
48.0,1327.0,15.2,78.0,1.3382,28,10,2004,05,3
61.0,1506.0,15.5,77.2,1.3502,28,10,2004,06,3
88.0,1829.0,15.7,76.4,1.3558,28,10,2004,07,3
102.0,1969.0,16.0,76.4,1.3751,28,10,2004,08,3
97.0,1752.0,16.7,73.8,1.3886,28,10,2004,09,3
112.0,1532.0,20.4,58.1,1.3762,28,10,2004,11,3
101.0,1580.0,20.6,57.3,1.3792,28,10,2004,12,3
99.0,1640.0,21.6,53.6,1.3669,28,10,2004,13,3
122.0,1991.0,20.7,63.0,1.5204,28,10,2004,15,3
139.0,1977.0,21.3,61.9,1.5463,28,10,2004,16,3
149.0,2271.0,20.8,64.0,1.5522,28,10,2004,17,3
136.0,2092.0,20.3,66.7,1.5656,28,10,2004,18,3
103.0,1602.0,19.7,64.5,1.4594,28,10,2004,19,3
112.0,1562.0,19.4,64.0,1.4282,28,10,2004,20,3
88.0,1382.0,20.1,60.8,1.4152,28,10,2004,21,3
63.0,1327.0,20.4,60.4,1.4263,28,10,2004,22,3
69.0,1331.0,20.1,62.6,1.4543,28,10,2004,23,3
65.0,1326.0,19.9,64.9,1.4905,29,10,2004,00,4
43.0,1286.0,18.4,73.8,1.5463,29,10,2004,02,4
56.0,1308.0,18.2,76.6,1.5907,29,10,2004,04,4
69.0,1430.0,18.5,76.4,1.6112,29,10,2004,05,4
124.0,1945.0,20.8,64.7,1.5692,29,10,2004,08,4
77.0,1467.0,23.5,57.7,1.6515,29,10,2004,10,4
137.0,1983.0,20.2,82.2,1.9184,29,10,2004,13,4
163.0,2125.0,19.7,82.2,1.8669,29,10,2004,14,4
144.0,1847.0,20.2,79.1,1.85,29,10,2004,15,4
135.0,1807.0,20.2,72.3,1.6893,29,10,2004,17,4
103.0,1375.0,18.9,70.4,1.5259,29,10,2004,20,4
107.0,1489.0,17.3,79.3,1.5569,29,10,2004,23,4
94.0,1413.0,16.9,80.6,1.5372,30,10,2004,01,5
84.0,1400.0,16.9,81.4,1.551,30,10,2004,02,5
72.0,1372.0,16.9,79.8,1.5238,30,10,2004,04,5
76.0,1367.0,16.7,79.7,1.503,30,10,2004,05,5
82.0,1453.0,16.8,79.0,1.4978,30,10,2004,06,5
94.0,1662.0,16.8,79.8,1.5115,30,10,2004,07,5
102.0,1723.0,16.9,79.9,1.5253,30,10,2004,08,5
106.0,1675.0,17.4,79.3,1.5593,30,10,2004,09,5
152.0,1845.0,21.2,64.4,1.6015,30,10,2004,11,5
160.0,1826.0,22.4,60.8,1.6261,30,10,2004,12,5
133.0,1806.0,22.6,61.1,1.6596,30,10,2004,13,5
147.0,1781.0,23.6,57.3,1.645,30,10,2004,14,5
135.0,1777.0,23.5,58.3,1.664,30,10,2004,15,5
135.0,1869.0,22.9,61.6,1.7014,30,10,2004,16,5
129.0,1850.0,22.3,64.3,1.7055,30,10,2004,17,5
117.0,1968.0,21.6,68.0,1.7305,30,10,2004,18,5
116.0,2015.0,21.2,67.4,1.6755,30,10,2004,19,5
109.0,1785.0,20.8,65.8,1.6001,30,10,2004,20,5
90.0,1539.0,20.1,66.7,1.5548,30,10,2004,22,5
86.0,1492.0,19.3,70.4,1.5578,31,10,2004,00,6
72.0,1425.0,19.7,68.6,1.5563,31,10,2004,01,6
45.0,1320.0,18.4,74.2,1.5581,31,10,2004,04,6
37.0,1310.0,18.9,71.3,1.5449,31,10,2004,05,6
31.0,1295.0,18.1,79.0,1.6224,31,10,2004,06,6
41.0,1477.0,20.6,70.7,1.6996,31,10,2004,08,6
64.0,1470.0,19.3,74.1,1.6391,31,10,2004,09,6
74.0,1642.0,22.2,64.4,1.7005,31,10,2004,10,6
77.0,1643.0,23.0,64.6,1.7851,31,10,2004,11,6
71.0,1595.0,22.0,67.0,1.7441,31,10,2004,13,6
62.0,1580.0,22.9,65.7,1.8148,31,10,2004,14,6
62.0,1727.0,23.2,63.9,1.7957,31,10,2004,15,6
79.0,1633.0,23.0,62.3,1.7248,31,10,2004,16,6
93.0,1638.0,22.4,63.2,1.6878,31,10,2004,17,6
106.0,2277.0,21.7,66.6,1.7077,31,10,2004,18,6
100.0,1987.0,21.2,70.3,1.7476,31,10,2004,19,6
89.0,1912.0,20.8,70.9,1.7203,31,10,2004,20,6
83.0,1848.0,20.0,73.2,1.6965,31,10,2004,21,6
76.0,1723.0,19.7,73.7,1.6708,31,10,2004,22,6
68.0,1700.0,19.9,72.6,1.6681,31,10,2004,23,6
77.0,1780.0,20.1,71.1,1.6498,01,11,2004,01,6
68.0,1767.0,19.6,73.2,1.6543,01,11,2004,02,6
49.0,1710.0,18.4,78.1,1.637,01,11,2004,05,6
62.0,1594.0,20.3,71.1,1.6803,01,11,2004,09,6
74.0,1683.0,23.1,61.3,1.7131,01,11,2004,10,6
88.0,1702.0,25.1,56.0,1.7565,01,11,2004,11,6
90.0,1686.0,25.8,56.1,1.841,01,11,2004,12,6
64.0,1562.0,23.1,70.8,1.98,01,11,2004,14,6
88.0,1810.0,23.8,65.0,1.8897,01,11,2004,16,6
110.0,1811.0,23.2,65.6,1.8435,01,11,2004,17,6
95.0,1942.0,21.8,72.7,1.8789,01,11,2004,18,6
91.0,1746.0,21.7,67.3,1.7256,01,11,2004,19,6
94.0,1750.0,21.3,66.3,1.6594,01,11,2004,20,6
86.0,1733.0,20.4,71.6,1.7004,01,11,2004,21,6
71.0,1674.0,19.3,75.8,1.6762,01,11,2004,23,6
56.0,1472.0,18.2,76.4,1.5787,02,11,2004,01,2
35.0,1289.0,17.6,73.2,1.4555,02,11,2004,05,2
37.0,1294.0,17.9,69.3,1.4099,02,11,2004,06,2
85.0,1860.0,17.1,72.8,1.4054,02,11,2004,08,2
151.0,2170.0,22.1,56.6,1.4851,02,11,2004,11,2
151.0,1970.0,24.0,50.0,1.4679,02,11,2004,12,2
150.0,2125.0,25.7,45.6,1.487,02,11,2004,13,2
190.0,2318.0,25.5,49.7,1.5985,02,11,2004,14,2
168.0,2199.0,25.2,50.6,1.5989,02,11,2004,15,2
127.0,2197.0,25.4,50.7,1.6187,02,11,2004,16,2
140.0,2386.0,24.4,56.0,1.6885,02,11,2004,17,2
158.0,2496.0,23.0,62.1,1.7283,02,11,2004,18,2
121.0,2563.0,21.8,65.3,1.6889,02,11,2004,19,2
119.0,2643.0,20.9,67.5,1.6539,02,11,2004,20,2
96.0,2111.0,20.2,68.6,1.6034,02,11,2004,21,2
77.0,1804.0,19.3,70.8,1.5728,02,11,2004,22,2
56.0,1381.0,20.4,61.1,1.4495,03,11,2004,00,3
62.0,1620.0,18.0,71.5,1.4615,03,11,2004,01,3
50.0,1290.0,16.9,70.5,1.3504,03,11,2004,06,3
64.0,1438.0,17.0,70.1,1.3512,03,11,2004,07,3
94.0,1786.0,23.7,49.1,1.423,03,11,2004,10,3
124.0,1771.0,26.2,43.5,1.4591,03,11,2004,12,3
79.0,1638.0,26.6,42.5,1.4568,03,11,2004,14,3
117.0,1959.0,23.3,53.1,1.496,03,11,2004,19,3
97.0,1807.0,22.4,55.2,1.4735,03,11,2004,20,3
90.0,1597.0,21.7,57.7,1.4766,03,11,2004,21,3
86.0,1714.0,20.5,63.0,1.5043,03,11,2004,22,3
77.0,1641.0,19.5,67.6,1.5156,03,11,2004,23,3
66.0,1489.0,18.7,69.0,1.4727,04,11,2004,00,6
57.0,1382.0,19.3,65.5,1.45,04,11,2004,01,6
55.0,1362.0,17.6,70.8,1.4105,04,11,2004,02,6
40.0,1239.0,17.8,68.1,1.3722,04,11,2004,04,6
53.0,1272.0,17.0,68.0,1.3102,04,11,2004,07,6
143.0,1948.0,20.6,56.0,1.3467,04,11,2004,10,6
130.0,1755.0,23.6,48.0,1.3757,04,11,2004,11,6
120.0,1720.0,23.7,49.8,1.4433,04,11,2004,12,6
139.0,1786.0,24.7,47.4,1.4527,04,11,2004,13,6
139.0,1896.0,25.9,42.8,1.4122,04,11,2004,14,6
143.0,1975.0,26.6,45.5,1.5555,04,11,2004,16,6
186.0,2603.0,24.8,53.9,1.6683,04,11,2004,17,6
171.0,2609.0,23.1,61.1,1.7082,04,11,2004,18,6
124.0,2216.0,22.2,63.7,1.6865,04,11,2004,19,6
92.0,1856.0,20.0,69.0,1.5956,04,11,2004,21,6
74.0,1599.0,18.8,70.6,1.5209,04,11,2004,23,6
65.0,1481.0,18.5,69.5,1.4657,05,11,2004,00,1
59.0,1430.0,16.8,73.3,1.3915,05,11,2004,02,1
38.0,1180.0,16.9,67.9,1.295,05,11,2004,05,1
43.0,1192.0,16.1,69.3,1.2591,05,11,2004,06,1
52.0,1257.0,16.1,69.6,1.2593,05,11,2004,07,1
151.0,1889.0,20.7,55.5,1.3414,05,11,2004,11,1
107.0,1799.0,20.8,56.3,1.3664,05,11,2004,12,1
114.0,1823.0,21.7,53.1,1.3649,05,11,2004,13,1
125.0,1932.0,23.0,49.0,1.362,05,11,2004,14,1
138.0,1935.0,24.2,44.0,1.3078,05,11,2004,15,1
144.0,2016.0,24.7,43.6,1.3396,05,11,2004,16,1
105.0,1815.0,20.3,61.4,1.4417,05,11,2004,19,1
98.0,1619.0,20.0,63.2,1.4581,05,11,2004,20,1
93.0,1599.0,19.1,64.4,1.405,05,11,2004,21,1
69.0,1363.0,17.8,66.9,1.3464,05,11,2004,23,1
66.0,1362.0,17.6,66.5,1.3249,06,11,2004,00,4
76.0,1395.0,16.1,71.2,1.2948,06,11,2004,01,4
58.0,1307.0,14.0,76.6,1.2183,06,11,2004,07,4
87.0,1572.0,14.6,74.2,1.2256,06,11,2004,08,4
97.0,1586.0,15.9,69.8,1.253,06,11,2004,09,4
80.0,1436.0,18.4,61.3,1.2854,06,11,2004,10,4
82.0,1569.0,20.0,56.7,1.3078,06,11,2004,11,4
121.0,1794.0,20.7,59.3,1.4283,06,11,2004,13,4
130.0,1768.0,21.4,57.1,1.4356,06,11,2004,16,4
113.0,1739.0,20.8,58.7,1.4259,06,11,2004,17,4
101.0,1674.0,20.1,59.6,1.3852,06,11,2004,18,4
91.0,1563.0,20.0,58.4,1.3473,06,11,2004,19,4
90.0,1484.0,19.5,58.9,1.3195,06,11,2004,20,4
90.0,1526.0,19.5,57.4,1.2874,06,11,2004,21,4
73.0,1359.0,18.8,59.1,1.2702,06,11,2004,23,4
80.0,1318.0,18.0,60.4,1.2331,07,11,2004,00,6
87.0,1354.0,17.5,60.7,1.2009,07,11,2004,01,6
56.0,1151.0,17.0,52.3,1.0009,07,11,2004,04,6
31.0,1004.0,15.5,51.5,0.9026,07,11,2004,06,6
35.0,997.0,15.1,52.0,0.8878,07,11,2004,07,6
51.0,967.0,14.9,46.8,0.7885,07,11,2004,08,6
58.0,963.0,15.5,42.4,0.74,07,11,2004,09,6
57.0,966.0,16.6,38.2,0.7186,07,11,2004,10,6
63.0,1033.0,18.0,34.7,0.7089,07,11,2004,11,6
61.0,1046.0,18.0,35.1,0.7176,07,11,2004,12,6
34.0,1035.0,17.6,33.8,0.6726,07,11,2004,13,6
26.0,1044.0,17.5,33.7,0.6691,07,11,2004,14,6
28.0,1035.0,17.2,33.9,0.6591,07,11,2004,15,6
